Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Precious Achiuwa,C,24,TOR,9,0,19.8,3.1,6.9,.452,0.4,1.9,.235,2.7,5.0,.533,.484,0.8,1.2,.636,1.9,4.6,6.4,2.2,0.4,0.3,1.4,2.0,7.4
Bam Adebayo,C,26,MIA,13,13,34.4,8.3,15.5,.537,0.1,0.2,.500,8.2,15.3,.538,.540,6.2,7.5,.825,2.2,8.0,10.2,4.1,1.3,1.1,2.7,2.4,22.8
Ochai Agbaji,SG,23,UTA,14,6,19.0,1.6,4.1,.397,0.9,2.5,.371,0.7,1.6,.435,.509,0.1,0.3,.500,1.0,1.9,2.9,0.9,0.4,0.8,0.6,1.6,4.4
Santi Aldama,PF,23,MEM,7,1,25.7,5.9,12.9,.456,2.1,5.7,.375,3.7,7.1,.520,.539,0.9,1.7,.500,1.3,5.1,6.4,2.6,0.7,0.7,1.7,1.4,14.7
Nickeil Alexander-Walker,SG,25,MIN,13,2,20.8,2.2,5.2,.426,1.2,3.3,.372,1.0,1.9,.520,.544,0.2,0.5,.333,0.2,1.7,1.8,2.5,0.8,0.8,0.9,1.5,5.8
Grayson Allen,SG,28,PHO,14,14,32.1,4.3,8.7,.492,2.5,5.1,.486,1.8,3.6,.500,.635,0.9,1.0,.929,0.9,3.9,4.8,2.9,0.6,0.4,1.6,2.3,12.0
Jarrett Allen,C,25,CLE,9,9,27.9,5.0,8.0,.625,0.0,0.0,,5.0,8.0,.625,.625,3.6,4.8,.744,3.1,4.7,7.8,2.2,0.4,1.2,1.8,2.4,13.6
Jose Alvarado,PG,25,NOP,1,0,15.0,2.0,5.0,.400,1.0,3.0,.333,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0
Kyle Anderson,PF,30,MIN,13,0,24.8,3.1,5.5,.556,0.2,0.8,.200,2.9,4.8,.613,.569,1.3,2.1,.630,0.7,3.0,3.7,4.2,1.1,0.9,1.8,1.5,7.6
Giannis Antetokounmpo,PF,29,MIL,13,13,32.7,11.8,19.1,.621,0.5,2.1,.259,11.3,17.0,.665,.635,6.0,9.7,.619,2.4,7.8,10.2,4.6,1.0,1.2,4.2,3.0,30.2
Thanasis Antetokounmpo,PF,31,MIL,6,0,6.7,0.5,1.3,.375,0.0,0.0,,0.5,1.3,.375,.375,0.0,0.0,,0.3,0.0,0.3,0.7,0.2,0.2,0.7,1.2,1.0
Cole Anthony,PG,23,ORL,14,0,25.1,4.2,10.1,.415,1.4,4.0,.357,2.8,6.1,.453,.486,3.6,4.3,.850,1.0,3.6,4.6,3.6,0.6,0.3,2.4,2.7,13.5
OG Anunoby,SF,26,TOR,10,10,30.8,5.6,11.7,.479,2.6,6.7,.388,3.0,5.0,.600,.590,1.3,2.1,.619,0.6,3.2,3.8,2.1,1.2,0.8,1.8,2.1,15.1
Ryan Arcidiacono,PG,29,NYK,5,0,2.2,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Deni Avdija,SF,23,WAS,13,13,27.5,5.1,9.5,.532,1.2,3.0,.410,3.8,6.5,.588,.597,1.3,1.7,.773,1.3,4.2,5.5,3.6,1.2,0.4,1.5,2.6,12.7
Deandre Ayton,C,25,POR,14,14,31.4,6.1,10.6,.574,0.0,0.0,,6.1,10.6,.574,.574,0.5,0.6,.778,3.3,7.5,10.8,1.6,1.4,0.8,2.0,2.6,12.6
Udoka Azubuike,C,24,PHO,2,0,4.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,1.0
Marvin Bagley III,C,24,DET,15,5,19.5,4.3,7.3,.591,0.1,0.3,.200,4.3,7.0,.610,.595,2.5,2.8,.905,1.8,3.3,5.1,1.3,0.1,0.5,1.3,1.7,11.3
Amari Bailey,PG,19,CHO,1,0,3.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Patrick Baldwin Jr.,SF,21,WAS,3,0,3.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0
LaMelo Ball,PG,22,CHO,13,13,34.4,8.9,20.1,.444,3.5,8.8,.391,5.5,11.2,.486,.531,4.0,4.6,.867,1.6,4.0,5.6,8.3,1.5,0.3,4.2,3.8,25.3
Mo Bamba,C,25,PHI,5,0,2.4,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,.500,0.6,0.6,1.000,0.4,0.8,1.2,0.0,0.2,0.4,0.6,0.6,1.4
Paolo Banchero,PF,21,ORL,14,14,33.1,6.8,14.4,.470,1.1,2.8,.410,5.6,11.6,.485,.510,4.4,6.6,.667,1.4,5.2,6.6,4.4,1.2,0.6,3.4,2.3,19.1
Desmond Bane,SG,25,MEM,13,13,34.8,9.4,20.6,.455,3.6,9.6,.376,5.8,11.0,.524,.543,3.5,4.0,.865,0.9,3.4,4.3,4.8,1.4,0.8,2.5,3.1,25.8
Dalano Banton,PG,24,BOS,5,0,7.2,1.2,2.6,.462,0.0,0.6,.000,1.2,2.0,.600,.462,0.6,0.6,1.000,0.8,1.4,2.2,0.4,0.4,0.0,0.2,1.0,3.0
Dominick Barlow,PF,20,SAS,5,0,4.6,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.4,0.8,.500,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.2
Harrison Barnes,PF,31,SAC,13,13,30.7,3.8,8.3,.454,1.8,4.9,.359,2.0,3.4,.591,.560,2.2,2.7,.800,0.7,2.3,3.0,1.5,0.8,0.1,0.8,1.1,11.5
Scottie Barnes,SG,22,TOR,14,14,34.3,7.4,15.6,.477,1.9,5.0,.386,5.5,10.6,.520,.539,2.9,3.8,.755,2.5,6.4,8.9,5.9,1.6,1.4,2.6,2.1,19.6
RJ Barrett,SG,23,NYK,9,9,29.6,7.1,15.7,.454,2.7,5.4,.490,4.4,10.2,.435,.539,3.9,4.7,.833,0.7,3.1,3.8,2.9,0.7,0.2,2.2,1.4,20.8
Charles Bassey,C,23,SAS,14,0,11.2,1.6,2.2,.710,0.0,0.1,.000,1.6,2.1,.733,.710,0.1,0.2,.667,1.4,2.8,4.1,1.0,0.6,0.7,0.7,1.5,3.3
Emoni Bates,SF,20,CLE,6,0,6.2,0.5,1.7,.300,0.3,1.2,.286,0.2,0.5,.333,.400,0.2,0.3,.500,0.2,1.2,1.3,0.2,0.0,0.2,0.2,0.2,1.5
Keita Bates-Diop,SF,28,PHO,11,4,20.1,2.1,4.9,.426,0.6,2.0,.318,1.5,2.9,.500,.491,0.9,1.4,.667,1.1,2.3,3.4,1.0,0.6,1.0,0.1,1.4,5.7
Nicolas Batum,PF,35,TOT,9,3,23.1,1.8,3.2,.552,1.3,2.8,.480,0.4,0.4,1.000,.759,0.0,0.0,,0.6,2.8,3.3,1.6,0.7,0.9,0.4,2.3,4.9
Nicolas Batum,PF,35,LAC,3,0,18.0,1.0,2.7,.375,0.7,2.3,.286,0.3,0.3,1.000,.500,0.0,0.0,,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7
Nicolas Batum,PF,35,PHI,6,3,25.7,2.2,3.5,.619,1.7,3.0,.556,0.5,0.5,1.000,.857,0.0,0.0,,0.8,3.0,3.8,1.5,0.5,0.7,0.5,2.7,6.0
Bradley Beal,SG,30,PHO,3,3,28.7,6.0,15.3,.391,1.7,5.0,.333,4.3,10.3,.419,.446,3.7,5.3,.688,1.0,4.3,5.3,3.7,0.7,0.3,3.0,3.0,17.3
Malik Beasley,SG,27,MIL,14,14,27.1,3.9,7.9,.495,2.7,5.8,.469,1.2,2.1,.567,.667,0.6,0.9,.667,0.4,3.4,3.8,1.4,0.9,0.0,0.6,2.1,11.1
MarJon Beauchamp,SF,23,MIL,10,0,16.7,2.6,5.1,.510,1.1,2.5,.440,1.5,2.6,.577,.618,0.5,0.8,.625,0.8,1.5,2.3,1.0,0.3,0.1,0.7,1.7,6.8
Dāvis Bertāns,PF,31,OKC,4,0,9.0,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,1.5,1.5,1.000,0.0,0.8,0.8,0.8,0.3,0.3,0.0,0.8,3.0
Patrick Beverley,PG,35,PHI,14,0,16.0,0.9,2.6,.324,0.1,1.3,.111,0.7,1.4,.526,.351,0.2,0.4,.600,0.9,2.1,3.0,1.8,0.5,0.4,0.5,2.1,2.1
Saddiq Bey,SF,24,ATL,13,3,28.2,4.5,8.9,.500,1.8,4.5,.390,2.7,4.4,.614,.599,1.5,2.0,.769,1.9,3.8,5.8,1.2,1.0,0.2,1.4,1.2,12.2
Goga Bitadze,C,24,ORL,12,9,18.8,2.6,4.5,.574,0.0,0.3,.000,2.6,4.3,.608,.574,1.8,2.6,.677,2.2,3.4,5.6,1.5,1.0,1.7,0.5,2.2,6.9
Onuralp Bitim,SG,24,CHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bismack Biyombo,C,31,MEM,8,7,24.3,3.1,5.3,.595,0.0,0.0,,3.1,5.3,.595,.595,1.4,2.3,.611,4.0,4.4,8.4,1.9,0.4,1.0,0.6,3.5,7.6
Anthony Black,PG,20,ORL,12,8,19.8,2.1,4.3,.481,0.4,1.7,.250,1.7,2.7,.625,.529,1.0,1.5,.667,0.8,1.6,2.4,1.3,0.4,0.4,1.0,2.1,5.6
Leaky Black,SF,24,CHO,3,0,4.0,0.7,1.7,.400,0.3,0.7,.500,0.3,1.0,.333,.500,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.7,0.0,0.3,1.7
Bogdan Bogdanović,SG,31,ATL,13,1,26.0,5.6,12.4,.453,2.8,8.0,.356,2.8,4.4,.632,.568,1.4,1.5,.947,0.3,2.3,2.6,2.8,1.5,0.4,1.2,2.2,15.5
Bol Bol,PF,24,PHO,3,0,2.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.7,0.0,0.7
Marques Bolden,C,25,MIL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
Devin Booker,SG,27,PHO,6,6,33.8,9.8,19.7,.500,2.3,5.8,.400,7.5,13.8,.542,.559,6.7,7.0,.952,0.7,4.5,5.2,9.2,0.3,0.3,3.0,3.2,28.7
Chris Boucher,PF,31,TOR,12,0,16.9,2.3,5.1,.459,0.8,1.9,.435,1.5,3.2,.474,.541,1.7,2.1,.800,1.5,3.6,5.1,0.5,0.3,0.8,0.5,2.4,7.2
Jamaree Bouyea,PG,24,POR,6,0,9.5,0.8,3.5,.238,0.0,1.3,.000,0.8,2.2,.385,.238,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7
Malaki Branham,SG,20,SAS,14,3,20.6,3.6,8.4,.436,0.9,3.1,.295,2.7,5.2,.521,.491,0.6,0.6,.889,0.1,1.1,1.3,2.4,0.4,0.1,1.1,1.3,8.8
Christian Braun,SG,22,DEN,14,0,21.1,3.7,7.6,.491,0.7,1.9,.385,3.0,5.7,.525,.538,1.3,1.9,.667,1.0,3.4,4.4,2.0,0.4,0.3,0.6,1.5,9.4
Mikal Bridges,SF,27,BRK,13,13,34.0,7.5,16.2,.464,1.9,6.2,.313,5.6,10.1,.557,.524,3.3,3.9,.843,1.2,4.6,5.8,3.8,1.1,0.4,2.5,1.8,20.3
Miles Bridges,SF,25,CHO,3,1,36.7,5.7,12.7,.447,1.7,4.3,.385,4.0,8.3,.480,.513,3.7,4.0,.917,0.0,8.0,8.0,4.0,1.3,0.3,1.3,1.3,16.7
Oshae Brissett,SF,25,BOS,7,0,12.0,0.4,2.4,.176,0.1,1.3,.111,0.3,1.1,.250,.206,1.0,1.4,.700,1.1,1.9,3.0,0.4,0.6,0.0,0.3,1.0,2.0
Malcolm Brogdon,PG,31,POR,9,4,27.4,6.1,15.0,.407,2.2,5.8,.385,3.9,9.2,.422,.481,3.0,3.8,.794,1.0,3.3,4.3,5.4,0.7,0.0,1.7,1.4,17.4
Armoni Brooks,PG,25,BRK,3,0,12.0,2.0,4.0,.500,1.7,3.0,.556,0.3,1.0,.333,.708,0.0,0.0,,0.3,1.7,2.0,0.0,0.0,0.0,0.3,0.0,5.7
Dillon Brooks,SF,28,HOU,12,12,31.8,5.0,9.8,.508,2.0,4.0,.500,3.0,5.8,.514,.610,1.9,2.3,.821,0.7,3.3,3.9,1.9,1.3,0.1,1.8,3.9,13.9
Bruce Brown,SG,27,IND,13,13,30.7,4.3,9.2,.467,1.5,3.8,.388,2.8,5.5,.521,.546,1.3,1.5,.850,0.6,3.6,4.2,2.6,1.0,0.4,1.0,2.2,11.4
Jaylen Brown,SF,27,BOS,13,13,33.8,8.0,17.8,.448,2.5,7.2,.340,5.5,10.6,.522,.517,2.8,3.9,.725,0.5,4.5,5.0,3.2,1.0,0.5,2.5,2.9,21.3
Kobe Brown,PF,24,LAC,6,0,8.7,1.2,2.3,.500,0.5,1.3,.375,0.7,1.0,.667,.607,0.0,0.0,,0.3,1.0,1.3,0.3,0.2,0.2,0.2,1.3,2.8
Moses Brown,C,24,POR,3,0,4.7,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.0,0.7,.000,1.3,0.3,1.7,0.3,0.3,0.3,0.0,0.3,2.0
Troy Brown Jr.,SF,24,MIN,9,0,8.3,0.4,2.0,.222,0.1,1.1,.100,0.3,0.9,.375,.250,1.3,1.3,1.000,0.4,1.9,2.3,0.7,0.3,0.0,0.3,0.4,2.3
Jalen Brunson,PG,27,NYK,14,14,35.2,8.4,19.1,.438,3.2,6.7,.479,5.1,12.4,.416,.522,4.3,4.9,.870,0.7,2.7,3.4,5.1,0.8,0.0,2.0,1.9,24.2
Thomas Bryant,C,26,MIA,10,1,12.5,2.1,4.0,.525,0.0,0.2,.000,2.1,3.8,.553,.525,1.0,1.3,.769,1.1,2.6,3.7,0.6,0.4,0.3,1.0,1.2,5.2
Kobe Bufkin,SG,20,ATL,2,0,2.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.5,1.0,.500,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Reggie Bullock,SF,32,HOU,6,0,10.0,0.3,1.7,.200,0.3,1.5,.222,0.0,0.2,.000,.300,0.0,0.0,,0.2,1.8,2.0,0.5,0.2,0.2,0.3,0.7,1.0
Alec Burks,SG,32,DET,9,0,23.2,3.6,9.6,.372,2.6,6.3,.404,1.0,3.2,.310,.506,3.6,4.2,.842,0.7,2.4,3.1,2.4,0.4,0.3,0.3,2.0,13.2
Jared Butler,SG,23,WAS,4,0,3.0,0.3,1.0,.250,0.3,0.8,.333,0.0,0.3,.000,.375,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.8
Jimmy Butler,PF,34,MIA,12,12,33.4,6.7,14.1,.473,1.1,2.6,.419,5.6,11.5,.486,.512,7.0,8.0,.875,2.2,3.2,5.3,3.7,1.3,0.5,1.8,0.8,21.4
Jamal Cain,PF,24,MIA,3,0,10.0,1.3,3.0,.444,0.0,1.3,.000,1.3,1.7,.800,.444,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.3,0.7,2.7
Kentavious Caldwell-Pope,SG,30,DEN,14,14,33.8,3.6,7.9,.455,1.6,3.9,.426,1.9,4.0,.482,.559,1.4,1.6,.909,0.4,1.5,1.9,2.4,1.6,0.6,1.2,2.2,10.2
Toumani Camara,PF,23,POR,14,5,25.5,2.0,5.5,.364,0.6,2.6,.222,1.4,2.9,.488,.416,1.1,1.6,.696,1.6,2.6,4.3,1.1,0.9,0.6,1.1,2.6,5.7
Clint Capela,C,29,ATL,13,13,24.8,4.4,7.2,.606,0.0,0.0,,4.4,7.2,.606,.606,1.7,2.6,.647,3.8,5.7,9.5,1.0,0.8,1.6,0.7,2.4,10.5
Jevon Carter,PG,28,CHI,15,0,14.4,2.3,5.6,.405,1.5,3.7,.411,0.7,1.9,.393,.542,0.0,0.1,.000,0.1,0.5,0.5,1.1,0.5,0.3,0.7,1.3,6.1
Wendell Carter Jr.,C,24,ORL,5,5,29.4,3.4,9.0,.378,1.0,3.2,.313,2.4,5.8,.414,.433,1.6,2.8,.571,2.2,6.4,8.6,1.6,0.6,0.4,1.6,2.8,9.4
Alex Caruso,SG,29,CHI,13,3,24.2,3.4,5.8,.587,1.6,3.2,.500,1.8,2.5,.697,.727,1.5,1.9,.760,1.3,2.2,3.5,2.4,1.5,0.9,1.2,2.7,9.8
Colin Castleton,C,23,LAL,2,0,9.5,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,1.0,0.5,1.5,1.0,0.0,0.0,0.0,2.5,2.0
Malcolm Cazalon,SG,22,DET,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Champagnie,SF,22,SAS,9,4,15.0,1.6,5.6,.280,1.0,3.6,.281,0.6,2.0,.278,.370,0.6,0.7,.833,0.3,1.3,1.7,1.0,0.7,0.9,1.0,0.6,4.7
Max Christie,SG,20,LAL,10,0,13.8,1.2,3.8,.316,0.3,1.6,.188,0.9,2.2,.409,.355,0.4,0.5,.800,0.2,2.6,2.8,0.9,0.4,0.2,0.7,1.1,3.1
Sidy Cissoko,SF,19,SAS,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jordan Clarkson,SG,31,UTA,14,14,31.8,6.9,16.4,.424,1.8,5.7,.313,5.1,10.6,.483,.478,3.0,3.6,.840,1.4,1.9,3.4,4.6,1.0,0.1,3.0,1.6,18.6
Nic Claxton,C,24,BRK,5,5,25.0,4.6,7.0,.657,0.0,0.0,,4.6,7.0,.657,.657,1.0,2.0,.500,2.2,6.0,8.2,1.8,0.4,2.6,0.8,2.4,10.2
Amir Coffey,SF,26,LAC,6,0,6.8,0.3,1.5,.222,0.0,0.3,.000,0.3,1.2,.286,.222,0.7,0.7,1.000,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.3,1.3
John Collins,PF,26,UTA,14,14,31.9,5.6,11.1,.503,1.6,3.7,.442,3.9,7.4,.534,.577,2.1,3.0,.714,2.8,5.8,8.6,0.9,0.7,1.0,1.1,3.5,14.9
Zach Collins,C,26,SAS,14,14,29.7,5.7,10.6,.537,1.1,3.9,.296,4.6,6.8,.674,.591,2.4,3.1,.767,1.9,4.2,6.1,3.7,0.8,0.9,2.8,3.5,14.9
Mike Conley,PG,36,MIN,13,13,28.8,3.8,7.8,.485,1.9,4.6,.417,1.8,3.2,.585,.609,1.1,1.1,1.000,0.6,2.3,2.9,5.1,0.8,0.2,0.8,1.9,10.5
Pat Connaughton,SF,31,MIL,14,0,23.9,2.2,5.3,.419,1.2,3.5,.347,1.0,1.8,.560,.534,0.6,0.7,.800,0.7,2.9,3.6,2.4,0.5,0.1,0.7,1.2,6.2
Bilal Coulibaly,SF,19,WAS,13,1,26.1,3.2,6.1,.519,1.4,3.0,.462,1.8,3.1,.575,.633,0.8,1.4,.556,0.5,3.5,3.9,1.9,1.0,0.8,1.2,1.9,8.5
Robert Covington,SF-PF,33,TOT,14,6,16.9,1.5,3.6,.412,0.6,2.1,.267,0.9,1.5,.619,.490,0.6,0.7,.900,1.2,1.9,3.1,1.0,1.6,0.6,0.3,1.6,4.2
Robert Covington,PF,33,LAC,3,3,23.0,1.0,3.0,.333,0.7,2.7,.250,0.3,0.3,1.000,.444,0.3,0.7,.500,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0
Robert Covington,SF,33,PHI,11,3,15.3,1.6,3.8,.429,0.5,2.0,.273,1.1,1.8,.600,.500,0.7,0.7,1.000,1.4,1.8,3.2,0.6,1.5,0.6,0.4,1.5,4.5
Torrey Craig,SF,33,CHI,15,7,22.3,2.0,5.0,.400,0.7,2.5,.297,1.3,2.5,.500,.473,0.3,0.3,1.000,1.8,3.3,5.1,1.3,0.7,0.3,0.5,2.5,5.1
Jae Crowder,PF,33,MIL,9,2,26.7,2.8,5.2,.532,1.8,3.4,.516,1.0,1.8,.563,.702,0.8,1.3,.583,0.4,3.4,3.9,1.7,0.8,0.3,0.4,1.6,8.1
Cade Cunningham,PG,22,DET,15,15,35.5,7.9,19.6,.405,1.9,6.0,.322,6.0,13.6,.441,.454,3.6,4.1,.871,0.6,3.1,3.7,7.3,0.8,0.3,4.8,3.2,21.4
Seth Curry,SG,33,DAL,10,0,10.1,1.2,2.8,.429,0.4,1.5,.267,0.8,1.3,.615,.500,0.6,0.7,.857,0.3,1.0,1.3,0.8,0.6,0.1,0.4,0.6,3.4
Stephen Curry,PG,35,GSW,13,13,33.2,9.3,19.2,.484,5.5,12.2,.453,3.8,7.0,.538,.628,6.2,6.7,.931,0.8,4.1,4.8,3.6,0.8,0.2,3.6,1.6,30.4
Dyson Daniels,PG,20,NOP,14,7,27.5,3.4,7.2,.465,1.0,3.0,.333,2.4,4.2,.559,.535,0.8,1.4,.579,1.1,3.8,4.9,3.9,1.4,0.4,1.4,2.0,8.5
Anthony Davis,C,30,LAL,14,14,35.2,8.4,15.4,.546,0.2,0.7,.300,8.2,14.7,.558,.553,5.2,6.1,.859,3.2,8.8,12.0,3.4,1.0,3.1,2.2,3.1,22.3
Johnny Davis,SG,21,WAS,8,0,8.9,1.8,3.3,.538,0.1,0.3,.500,1.6,3.0,.542,.558,0.3,0.4,.667,0.4,0.8,1.1,0.4,0.6,0.1,0.3,0.8,3.9
DeMar DeRozan,SF,34,CHI,14,14,35.3,7.4,16.5,.450,0.9,2.4,.382,6.5,14.1,.462,.478,5.2,6.4,.811,1.0,2.2,3.2,4.4,1.0,0.9,1.1,1.9,21.0
Moussa Diabaté,C,22,LAC,7,0,7.0,1.3,2.3,.563,0.0,0.0,,1.3,2.3,.563,.563,0.9,1.1,.750,1.7,0.7,2.4,0.6,0.4,0.0,0.3,0.6,3.4
Gradey Dick,SG,20,TOR,14,1,15.1,1.2,4.5,.270,0.7,2.9,.244,0.5,1.6,.318,.349,0.9,0.9,1.000,0.5,1.0,1.5,1.1,0.3,0.0,0.8,1.6,4.0
Ousmane Dieng,PF,20,OKC,10,0,11.3,1.3,3.4,.382,0.7,2.5,.280,0.6,0.9,.667,.485,0.3,0.4,.750,0.5,1.5,2.0,0.9,0.1,0.0,0.4,0.6,3.6
Spencer Dinwiddie,PG,30,BRK,12,12,28.4,3.9,9.4,.416,2.3,5.9,.380,1.7,3.5,.476,.535,2.2,3.2,.684,0.3,3.2,3.5,5.3,0.3,0.2,1.4,1.4,12.3
Donte DiVincenzo,SG,27,NYK,14,2,21.0,3.1,7.5,.419,1.9,5.1,.380,1.2,2.4,.500,.548,0.6,1.0,.643,1.0,2.1,3.1,2.0,1.0,0.4,1.1,1.6,8.9
Luka Dončić,PG,24,DAL,14,14,34.6,10.4,20.9,.500,4.1,9.6,.422,6.4,11.2,.567,.598,5.6,7.6,.745,0.7,7.3,8.0,8.1,1.1,0.4,4.1,1.6,30.6
Luguentz Dort,SF,24,OKC,14,14,28.6,3.8,7.9,.477,2.0,4.4,.459,1.8,3.6,.500,.604,2.1,2.6,.811,1.1,3.1,4.2,1.1,1.1,0.9,0.9,2.6,11.7
Ayo Dosunmu,SG,24,CHI,13,0,14.8,1.8,3.9,.471,0.7,1.8,.375,1.2,2.1,.556,.559,0.7,0.8,.900,0.5,1.0,1.5,1.2,0.4,0.1,0.5,1.2,5.1
Andre Drummond,C,30,CHI,15,0,13.8,2.5,4.5,.559,0.0,0.1,.000,2.5,4.5,.567,.559,1.1,1.7,.640,2.5,3.7,6.2,0.7,1.3,0.3,1.1,1.5,6.1
Chris Duarte,SF,26,SAC,13,1,14.5,1.6,4.2,.382,0.9,2.6,.353,0.7,1.6,.429,.491,0.6,0.8,.727,0.1,1.8,1.9,1.1,0.7,0.1,0.6,2.7,4.8
Kris Dunn,PG,29,UTA,11,0,10.0,1.4,3.3,.417,0.4,0.8,.444,1.0,2.5,.407,.472,0.4,0.5,.667,0.3,1.4,1.6,2.0,0.5,0.0,1.2,1.3,3.5
Kevin Durant,PF,35,PHO,14,14,37.1,11.0,20.6,.535,2.3,4.5,.508,8.7,16.1,.542,.590,7.1,8.1,.876,0.4,6.6,7.0,5.7,0.8,1.1,3.9,1.9,31.4
Jalen Duren,C,20,DET,8,8,28.9,5.8,9.3,.622,0.0,0.1,.000,5.8,9.1,.630,.622,1.1,1.5,.750,3.5,7.1,10.6,3.1,0.6,1.1,2.8,3.5,12.6
Tari Eason,PF,22,HOU,5,0,17.2,3.0,6.6,.455,0.6,1.8,.333,2.4,4.8,.500,.500,0.0,0.4,.000,1.6,4.6,6.2,0.8,0.4,1.2,0.6,2.0,6.6
Anthony Edwards,SG,22,MIN,13,13,35.3,9.5,20.4,.464,2.5,6.6,.372,7.0,13.8,.508,.525,4.4,5.2,.838,0.8,5.1,5.9,5.1,1.4,0.3,3.5,1.8,25.8
Kessler Edwards,SF,23,SAC,10,0,6.0,0.2,1.1,.182,0.2,0.8,.250,0.0,0.3,.000,.273,0.1,0.2,.500,0.1,0.9,1.0,0.4,0.1,0.2,0.1,0.7,0.7
Keon Ellis,SG,24,SAC,9,2,12.1,1.1,2.9,.385,0.6,2.2,.250,0.6,0.7,.833,.481,0.7,1.2,.545,0.4,1.3,1.8,0.9,0.7,0.4,0.7,1.1,3.4
